Record_ID,Fiscal_Quarter,Department,Expense_Category,Budget_Allocated,Budget_Utilized,Monthly_Expense,Revenue_Forecast,Actual_Revenue,Budget_Variance,Revenue_Variance,Expense_Growth_Rate,Seasonal_Index,Spending_Volatility,Rolling_Expense_Mean,Rolling_Revenue_Mean,Inflation_Rate,Market_Index,Allocation_Efficiency,Budget_Status
760,Q3,HR,Operations,172429.96,63193.73,17499.52,263367.69,81382.7,13131.23,-8134.0,6.44,1.2,0.197,12086.75,122604.73,5.7,97.89,78.33,Efficient
761,Q4,IT,Technology,159850.25,130307.4,11189.28,136046.45,245431.7,1949.85,-22095.39,-4.61,1.19,0.424,6430.78,96351.46,3.41,123.8,88.41,Efficient
762,Q2,Sales,Operations,104605.76,49497.36,10706.6,216536.78,220544.11,453.96,-16668.03,1.45,1.22,0.165,12676.95,217122.92,4.97,103.35,87.97,Efficient
763,Q1,Finance,Maintenance,98901.5,112627.44,16343.97,205838.8,144365.83,17678.77,13616.19,7.86,1.22,0.315,6531.54,138020.42,4.13,105.99,95.56,Efficient
764,Q2,Marketing,Operations,77411.94,181301.37,4583.39,213156.51,210605.69,4685.08,21036.59,2.35,1.14,0.38,9516.77,211849.95,3.53,108.24,81.28,Inefficient
765,Q1,R&D,Operations,219814.17,62570.14,18002.38,108785.34,117433.33,8551.17,-16558.09,5.35,1.17,0.145,12257.0,238359.18,6.38,102.23,91.84,Efficient
766,Q3,Operations,Operations,173295.87,218225.25,14404.68,133765.9,124681.26,-16532.84,3472.06,6.34,1.19,0.371,17888.39,133214.12,2.8,123.31,80.57,Efficient
767,Q1,Logistics,Operations,87302.2,222352.31,17879.45,135931.41,135680.04,8732.22,-23291.32,-3.19,0.88,0.367,14450.09,157141.19,2.09,97.4,76.72,Efficient
768,Q4,Logistics,Training,85441.88,65473.12,19906.12,208447.62,244327.61,-9412.73,-10457.83,-2.66,0.95,0.436,8942.94,94877.14,3.8,127.67,94.96,Moderate
769,Q4,Operations,Technology,224607.12,238192.83,11806.08,293685.78,112405.55,-15378.48,-2560.6,5.87,0.85,0.419,16395.18,130122.94,2.99,127.57,83.54,Efficient
770,Q1,Marketing,Maintenance,198546.17,103018.26,4585.46,289435.54,191625.78,13986.64,11793.89,-4.18,0.89,0.205,7939.91,172861.24,6.06,123.96,80.93,Moderate
771,Q1,HR,Operations,181879.82,61399.83,5830.91,122253.6,110105.1,7647.64,-22794.61,0.13,1.19,0.286,9991.89,110631.97,2.63,128.33,95.36,Inefficient
772,Q1,IT,Operations,131372.82,45988.09,8501.51,140114.41,129133.42,-3697.43,14061.53,8.77,1.27,0.42,13411.28,171290.44,6.69,121.64,96.3,Efficient
773,Q1,Operations,Operations,102395.11,124661.96,4760.4,78294.24,117983.29,-2743.33,-14867.61,3.62,1.14,0.052,10337.3,133189.82,2.84,114.69,82.64,Efficient
774,Q4,Marketing,Operations,245890.15,167812.95,16860.81,161727.59,210126.05,-12115.29,12976.59,8.66,1.24,0.301,14484.5,248308.18,6.45,120.26,70.55,Moderate
775,Q2,Sales,Infrastructure,209447.92,109774.95,8046.75,261975.05,183514.01,-19617.96,6273.54,-0.36,0.96,0.136,13457.89,143871.06,2.84,95.14,70.91,Inefficient
776,Q1,R&D,Infrastructure,110355.84,208159.89,19590.07,280622.9,227292.31,-6025.63,-8021.21,4.55,1.22,0.346,13674.7,86639.56,2.24,118.99,87.05,Moderate
777,Q1,Logistics,Salaries,219512.96,184738.22,14944.05,124394.19,114487.27,-14063.43,11187.57,-0.7,0.97,0.369,10463.43,160402.24,4.44,96.47,93.86,Moderate
778,Q4,R&D,Operations,201786.39,113281.5,5948.32,131132.73,67058.42,-3130.93,-13183.87,-3.33,1.25,0.335,5716.69,136783.75,3.78,126.07,94.51,Efficient
779,Q4,Marketing,Salaries,109416.11,188190.38,11092.72,120795.46,218114.65,13353.0,-14013.6,9.86,1.2,0.448,16345.19,142904.84,4.99,126.38,95.23,Efficient
780,Q3,R&D,Training,135310.57,228395.11,10937.03,150523.82,90842.14,-15409.83,-21912.76,-2.36,1.29,0.242,5962.3,142990.71,5.2,99.0,92.61,Efficient
781,Q1,HR,Salaries,87190.69,63153.72,11372.7,255094.66,120418.68,-16329.86,-5346.14,-2.17,1.21,0.275,11032.45,229798.93,6.67,118.79,94.42,Efficient
782,Q3,HR,Technology,72210.49,104690.27,12106.75,218777.22,133779.38,16084.09,-20114.67,7.63,1.0,0.214,8925.22,164704.98,6.76,118.39,93.57,Moderate
783,Q4,Finance,Infrastructure,194552.41,135348.56,3529.94,250766.41,233030.47,9805.58,-4024.95,7.03,0.86,0.44,8852.3,122982.97,4.47,112.43,93.53,Inefficient
784,Q4,Operations,Infrastructure,103502.37,142108.07,14667.12,204097.15,205825.66,-17877.21,-24509.82,9.67,1.24,0.419,7946.12,214725.61,3.04,95.88,79.17,Inefficient
785,Q2,Finance,Operations,214011.87,150728.15,11282.26,129278.61,106459.72,-16817.18,-17245.83,-3.92,1.09,0.445,8531.49,155385.9,3.24,98.99,81.02,Inefficient
786,Q1,R&D,Operations,249121.74,103622.25,16446.41,122438.66,199524.76,7396.97,21618.6,-3.59,1.23,0.444,17419.44,104710.44,2.5,118.07,78.88,Efficient
787,Q3,Logistics,Training,65323.96,175115.63,16860.94,72070.16,224333.3,-5186.23,14778.09,1.73,0.99,0.408,17636.69,249744.71,3.4,113.54,74.33,Efficient
788,Q4,Marketing,Maintenance,144607.03,170791.48,6919.1,249625.89,152501.87,8966.93,-13191.82,3.88,0.81,0.422,12422.02,84650.83,6.56,96.62,79.3,Moderate
789,Q4,IT,Training,210412.51,157675.19,3823.19,264837.88,120339.41,-3821.84,10914.6,-4.43,0.83,0.098,11820.54,200569.76,3.82,113.11,95.41,Inefficient
790,Q3,R&D,Technology,207790.18,67183.54,14954.98,246705.0,217771.12,18711.47,8424.09,-2.62,1.14,0.119,5628.75,224084.6,5.15,124.72,97.19,Efficient
791,Q2,IT,Operations,201999.43,138008.74,19621.97,87112.47,202450.52,7776.66,-16153.72,5.55,0.86,0.404,15448.56,140148.26,6.91,126.17,74.21,Efficient
792,Q4,HR,Operations,119798.99,114464.24,10593.19,245310.97,82530.24,-18135.37,-6447.07,5.03,1.17,0.341,7217.17,106748.38,2.53,119.39,88.54,Inefficient
793,Q1,IT,Training,140770.65,140752.5,7413.42,80526.51,215002.92,-6779.93,20685.29,-3.65,1.01,0.4,6853.58,154214.86,5.88,118.19,97.07,Moderate
794,Q4,IT,Training,168993.67,224763.95,5663.42,94286.41,174916.53,2544.25,11935.89,8.97,1.08,0.358,10512.92,162021.12,5.5,121.92,75.79,Inefficient
795,Q1,Logistics,Training,244788.12,138703.61,7886.58,171309.34,234508.02,-14325.05,13017.46,-1.18,1.2,0.106,9518.03,249949.6,6.1,99.67,93.52,Efficient
796,Q3,IT,Infrastructure,115509.45,47726.25,8574.63,179513.81,107911.45,-19899.19,3194.3,8.31,0.93,0.417,6256.28,83309.16,2.69,101.66,78.3,Efficient
797,Q1,R&D,Salaries,234628.78,130573.16,10205.87,257707.29,123098.69,-16827.67,8276.99,8.84,1.01,0.358,6923.15,191500.27,4.51,112.0,81.49,Efficient
798,Q3,Marketing,Salaries,103871.38,205026.4,14141.92,226291.19,187245.37,970.54,436.92,2.35,1.16,0.278,17900.38,216756.28,5.16,110.79,95.66,Efficient
799,Q1,IT,Operations,247814.89,197111.88,7643.77,105263.64,173390.04,5290.2,12044.69,1.18,1.26,0.263,14552.73,185043.7,5.8,101.45,71.63,Moderate
800,Q3,Sales,Infrastructure,184052.74,145111.06,3866.6,122013.76,151932.21,-16283.86,11636.38,-0.83,0.95,0.28,12781.24,187088.34,5.56,118.74,82.56,Efficient
801,Q1,IT,Training,142702.3,93704.96,9345.74,135705.29,232857.5,6606.26,-23445.84,7.11,1.11,0.206,8947.01,228802.85,4.85,120.94,84.16,Moderate
802,Q2,IT,Operations,172678.09,135692.29,17545.7,98444.71,192069.1,4684.97,6588.72,-2.05,1.28,0.371,10569.72,176078.98,4.35,104.48,95.23,Inefficient
803,Q1,Finance,Infrastructure,104506.23,154921.93,11471.98,136158.32,224811.17,17595.88,6490.68,4.33,1.12,0.414,13163.79,229869.51,6.71,105.95,86.07,Efficient
804,Q1,Marketing,Technology,104834.77,239974.93,19401.32,237577.58,99482.37,13627.02,-21634.0,3.51,1.25,0.151,15195.63,115731.6,2.91,104.01,96.46,Efficient
805,Q2,R&D,Maintenance,72710.91,170614.73,11561.57,125522.34,229022.37,17729.67,-4480.94,-1.27,1.27,0.065,17303.32,167740.85,3.02,104.75,78.9,Efficient
806,Q4,HR,Infrastructure,72810.06,180381.66,7690.28,262132.72,168843.82,18644.3,19939.46,9.75,1.26,0.131,6594.85,85711.33,2.56,107.76,83.82,Inefficient
807,Q4,Finance,Operations,119534.35,140833.56,6286.34,177988.91,72597.79,-2367.66,22671.94,7.69,1.18,0.353,7491.34,216592.19,2.56,110.44,70.64,Inefficient
808,Q1,R&D,Salaries,202571.1,114125.46,14806.92,144275.23,117760.6,-483.57,14110.55,-4.69,1.08,0.397,12378.43,212138.37,6.37,111.95,97.69,Moderate
809,Q2,Operations,Training,171594.23,203525.83,12118.48,164856.16,70795.19,-8735.12,-17426.44,1.33,0.85,0.189,17200.41,171636.78,5.03,111.97,76.53,Moderate
810,Q1,Marketing,Maintenance,70516.91,141511.8,13267.98,233184.25,167796.77,337.3,-6264.0,0.38,0.91,0.111,10883.05,147289.93,6.68,116.6,96.01,Efficient
811,Q3,Sales,Technology,220447.3,238964.58,15837.16,188862.32,138322.95,-13971.41,-15872.33,8.24,0.93,0.393,13241.3,142919.06,6.43,107.04,81.21,Inefficient
812,Q3,Marketing,Maintenance,170273.53,134138.51,15340.36,71674.09,287176.15,6857.24,7606.81,-1.03,0.82,0.136,8818.43,114188.56,3.5,112.62,74.63,Efficient
813,Q1,Operations,Maintenance,242171.12,58260.06,3737.18,282134.48,260413.43,-19002.7,13657.22,9.98,0.85,0.147,15552.6,152741.18,5.21,112.71,81.76,Moderate
814,Q4,Operations,Infrastructure,184037.09,178102.74,16643.72,85179.08,250775.94,-10574.89,19188.29,-2.0,0.95,0.087,12868.39,131664.58,3.9,98.38,79.07,Efficient
815,Q4,Operations,Operations,85034.97,54095.08,12055.96,285882.91,177751.22,-11677.13,18032.42,-1.34,0.85,0.414,9963.51,178204.17,6.38,117.03,96.65,Efficient
816,Q1,Logistics,Operations,144756.67,93847.81,9659.05,76475.15,246594.69,17515.56,-20039.5,4.99,0.88,0.181,12054.08,213702.16,5.67,104.74,91.59,Moderate
817,Q1,HR,Maintenance,179699.52,113978.96,12137.83,247325.25,125045.67,-14203.93,-18716.3,-2.58,0.83,0.119,14031.84,198003.23,2.62,96.64,75.81,Moderate
818,Q3,IT,Training,55652.94,189199.3,13411.67,192975.18,191146.13,15631.02,20483.59,8.33,1.01,0.431,7775.66,167372.39,3.27,117.65,85.12,Efficient
819,Q4,Marketing,Operations,52982.05,141376.01,5541.61,186317.02,153406.56,-15025.67,17189.22,-3.35,1.21,0.184,9438.79,241262.63,5.29,96.69,88.76,Efficient
820,Q1,R&D,Maintenance,75880.6,50585.96,10096.06,86739.06,103551.93,6027.92,-1981.09,9.75,1.21,0.349,8256.64,113545.07,3.23,110.47,86.22,Inefficient
821,Q3,Logistics,Operations,100332.89,165285.72,8704.97,124911.35,81338.02,-7204.56,-3497.4,8.12,1.25,0.142,17482.07,188795.42,4.67,116.74,95.67,Inefficient
822,Q4,R&D,Training,135909.82,125230.07,8956.95,248835.88,190599.14,-7359.91,2639.98,7.59,1.17,0.341,5558.59,94967.16,3.22,129.95,73.16,Efficient
823,Q2,IT,Technology,147488.09,224757.73,4552.69,274989.76,86968.81,19930.84,4831.79,1.11,0.92,0.143,5733.74,194412.23,5.41,113.03,71.13,Inefficient
824,Q3,IT,Maintenance,77605.52,142414.65,5717.34,191697.3,226550.7,-10958.29,-12289.17,2.7,1.15,0.305,9624.57,203307.09,2.38,106.14,87.13,Inefficient
825,Q4,Sales,Salaries,184678.32,183250.15,5751.15,151268.98,272330.41,-11897.6,-4812.91,1.85,1.18,0.226,11994.35,213044.88,5.61,112.22,90.87,Moderate
826,Q4,Operations,Salaries,169227.61,87679.36,9344.82,83786.94,101473.87,3573.39,5984.65,9.81,1.07,0.369,9275.66,192839.17,3.69,101.85,92.67,Moderate
827,Q3,HR,Maintenance,108892.82,193389.85,18206.36,226901.06,170961.18,9630.1,-14686.63,-4.48,1.2,0.342,16140.12,100845.71,4.27,110.33,75.91,Efficient
828,Q2,Sales,Infrastructure,52731.98,185586.29,6502.47,134042.72,231224.28,19300.18,24941.66,0.73,0.84,0.424,7201.99,87529.72,4.42,125.56,75.32,Moderate
829,Q3,Finance,Technology,65529.58,221295.93,10075.27,82653.15,129538.92,8056.55,-10853.03,9.53,1.1,0.201,9740.14,201424.47,2.97,99.76,93.48,Moderate
830,Q4,Logistics,Infrastructure,128338.96,51595.22,8297.36,223145.9,272172.02,2474.84,2620.76,0.54,1.04,0.352,11343.36,215699.55,6.71,113.56,79.45,Moderate
831,Q1,Logistics,Salaries,80794.87,132262.64,16385.52,181715.55,264904.75,-3634.73,2707.98,0.98,1.2,0.438,7628.14,85548.98,2.0,116.73,88.47,Efficient
832,Q1,HR,Training,125363.92,177435.3,3852.15,72751.29,88344.73,3804.51,-2425.74,4.47,0.86,0.185,8771.17,105488.5,3.86,105.96,74.22,Moderate
833,Q3,IT,Maintenance,175636.52,63556.96,6341.24,95512.53,71164.95,4033.4,-12922.83,8.61,0.91,0.166,17316.33,214348.71,2.64,120.76,92.43,Moderate
834,Q4,R&D,Operations,159447.49,125067.79,6580.91,230816.44,284703.16,-11291.54,3267.65,-0.58,1.08,0.358,11762.95,244530.8,3.8,118.23,96.9,Moderate
835,Q1,Logistics,Salaries,96235.18,228718.59,19880.37,84644.41,280206.88,6848.34,-20449.28,9.21,1.27,0.228,16305.66,168491.22,2.52,111.24,97.21,Inefficient
836,Q4,HR,Technology,118764.5,130007.23,12703.18,269171.5,160014.26,-11823.05,-5653.69,-0.76,0.84,0.209,8501.76,106063.01,3.89,117.4,84.53,Moderate
837,Q3,Logistics,Salaries,172806.24,237153.93,5362.29,141605.04,76376.75,-401.81,-13787.39,7.23,1.17,0.268,12960.8,134614.77,2.97,124.41,76.7,Inefficient
838,Q1,Logistics,Technology,222171.01,56083.62,7627.39,90393.29,204247.0,-9605.22,-18791.11,-0.86,0.9,0.424,14922.18,212841.94,4.77,116.01,73.95,Moderate
839,Q4,Operations,Technology,200642.69,184976.81,5852.98,244744.2,131017.27,-7487.96,21274.15,-3.91,0.85,0.084,10480.63,172348.35,2.06,114.91,76.88,Efficient
840,Q1,Finance,Maintenance,160680.01,158298.17,5118.28,190618.26,275762.67,4555.08,9997.15,7.18,1.0,0.236,13121.27,89825.18,4.53,116.75,87.41,Inefficient
841,Q3,Operations,Technology,122458.6,142605.24,16552.09,140527.21,243798.93,-17420.6,-16558.56,1.75,1.09,0.094,16221.85,132431.28,3.41,118.65,82.2,Efficient
842,Q4,Finance,Infrastructure,123010.26,234315.24,11427.79,163402.62,211158.6,-19518.61,22469.79,0.86,1.21,0.403,6830.21,207974.49,3.61,109.11,83.37,Efficient
843,Q1,Logistics,Training,225883.46,70281.83,13730.57,74924.85,129013.37,-14775.2,-14200.39,1.45,1.12,0.105,9611.64,135382.81,3.77,124.29,83.28,Inefficient
844,Q3,Sales,Salaries,57848.72,219719.8,8631.27,222420.66,222785.43,-13251.72,-13219.34,4.17,1.05,0.086,15710.75,153495.73,5.26,127.34,92.22,Moderate
845,Q1,R&D,Training,247596.53,179791.88,12412.82,154127.95,130062.86,-12085.08,-18336.48,-1.06,0.94,0.436,8001.65,233858.38,5.79,116.77,93.28,Efficient
846,Q1,IT,Operations,182875.08,95504.23,7378.67,234228.64,73466.97,10957.24,11392.66,-1.44,0.95,0.275,12229.49,247389.31,3.65,126.04,70.39,Efficient
847,Q2,Logistics,Salaries,186227.54,220825.48,8236.62,214479.36,179397.78,-2125.68,3543.77,2.25,1.19,0.38,10694.2,208724.42,6.62,121.06,95.71,Efficient
848,Q2,Finance,Training,57599.57,128712.51,14088.05,219788.46,174954.02,-1202.55,-22087.44,-4.47,0.86,0.238,13643.66,120821.38,5.73,109.8,80.88,Efficient
849,Q3,Finance,Training,171105.85,203774.33,5555.95,252365.32,236676.34,5773.37,-23735.0,4.64,0.87,0.224,13684.07,121334.84,4.02,112.36,76.74,Efficient
850,Q2,Finance,Maintenance,146955.61,120823.12,13492.77,215166.36,259776.62,9164.35,1632.97,7.34,1.16,0.415,12520.26,131725.21,2.49,114.95,97.89,Inefficient
851,Q3,Logistics,Maintenance,71155.78,210931.51,17487.99,166306.96,144755.41,-19859.67,7576.56,5.91,1.28,0.446,17308.14,107294.39,4.8,127.87,73.43,Inefficient
852,Q2,HR,Operations,105584.4,169142.68,5047.19,159683.34,166131.43,14269.01,16143.68,2.04,0.86,0.297,7279.24,110401.53,5.07,117.68,78.99,Efficient
853,Q1,Sales,Technology,228062.89,72504.09,18256.84,97503.88,170840.09,19537.39,-1086.35,3.48,1.1,0.417,15856.13,123518.24,2.68,112.8,95.4,Inefficient
854,Q3,HR,Salaries,159997.68,171684.32,4350.58,249271.99,137950.42,-15127.7,8826.52,-4.61,0.92,0.395,11362.43,192180.67,6.26,99.32,83.32,Inefficient
855,Q3,IT,Maintenance,132683.32,82312.23,8931.46,245054.94,232262.06,6043.22,11682.78,8.69,0.81,0.268,13603.56,184119.77,3.91,118.34,95.92,Moderate
856,Q1,Logistics,Salaries,64536.43,125324.91,13378.66,126648.62,182472.77,-19903.45,5652.63,3.37,1.22,0.426,8558.71,137953.3,2.76,114.42,76.76,Moderate
857,Q3,Finance,Operations,192824.31,78207.64,12510.05,268416.84,270640.05,-18038.82,-7389.19,-0.25,1.05,0.134,6229.97,113433.48,4.6,127.9,81.41,Moderate
858,Q3,Sales,Maintenance,190570.16,49293.14,4638.65,205470.75,211319.92,-8599.96,-18405.23,-0.6,0.81,0.404,15110.18,186083.72,4.11,106.97,71.45,Inefficient
859,Q2,Sales,Maintenance,172808.72,86317.88,16581.52,180097.97,112676.73,13856.16,7376.93,4.89,1.25,0.174,8272.76,102248.5,5.21,122.84,82.72,Inefficient
860,Q3,Marketing,Technology,152052.53,149592.54,19543.61,74024.15,102081.95,6100.04,13434.82,3.76,1.07,0.062,10073.81,104861.88,2.86,104.89,70.01,Inefficient
861,Q4,IT,Salaries,136756.88,138904.39,6080.88,158030.47,148786.48,-2167.16,-15508.64,-2.18,1.17,0.365,5617.82,145172.35,2.1,101.01,78.87,Inefficient
862,Q1,R&D,Salaries,168654.22,142791.93,18217.23,217354.28,143058.47,-2456.06,-256.66,1.15,1.01,0.422,13452.65,176452.92,4.38,95.43,90.02,Inefficient
863,Q2,R&D,Salaries,96679.09,93298.94,12465.76,90642.0,156604.66,-1357.86,-5137.73,5.14,0.89,0.137,13936.83,203809.09,2.79,126.34,90.28,Inefficient
864,Q2,Sales,Technology,238251.81,178606.43,18910.87,175700.48,106307.99,-7558.68,-14714.85,-0.54,1.03,0.264,16721.57,196786.65,2.78,110.56,81.98,Inefficient
865,Q4,Logistics,Maintenance,167758.91,182331.34,5993.46,298490.27,285100.1,15108.58,-12734.34,2.64,0.94,0.35,16583.27,144336.82,5.39,104.84,70.36,Inefficient
866,Q1,Finance,Operations,112238.49,114803.73,16464.36,234803.89,97784.7,2714.77,-13116.29,-1.18,0.95,0.183,14166.76,191290.9,3.29,109.11,73.67,Moderate
867,Q1,Finance,Salaries,139935.97,216828.17,4016.29,195780.3,211845.97,-642.0,-4053.45,-3.92,1.12,0.109,9187.68,115928.96,6.2,119.91,76.78,Efficient
868,Q2,Sales,Training,211136.96,170584.53,18014.34,192597.56,67940.58,-1396.94,-5476.9,0.82,0.85,0.207,9870.14,163936.65,4.57,108.76,70.46,Moderate
869,Q3,HR,Technology,82323.21,184042.66,14460.71,80065.97,156566.23,17433.06,2708.94,5.98,1.0,0.233,9962.12,184597.25,5.04,102.9,76.08,Efficient
870,Q2,IT,Infrastructure,108567.12,99081.28,9294.33,290182.32,134566.26,8946.48,-20339.47,-1.79,1.07,0.347,6685.22,206549.0,3.6,98.07,84.66,Inefficient
871,Q1,Finance,Operations,185901.6,45119.27,6237.94,283480.86,150955.54,-14207.42,4062.52,6.32,1.15,0.129,17314.73,93530.16,3.12,116.76,73.52,Inefficient
872,Q4,Sales,Training,113097.84,213748.24,16881.06,226953.08,177067.4,-2521.19,-23907.7,5.04,1.12,0.376,15636.14,97194.02,2.79,129.04,94.26,Inefficient
873,Q2,Finance,Salaries,208500.34,205372.75,13255.1,92772.68,200084.38,-8465.11,-12131.24,2.61,1.24,0.251,6888.51,92554.93,5.54,117.22,71.68,Efficient
874,Q1,R&D,Infrastructure,76090.7,69022.42,9127.07,117801.8,196290.05,19474.75,106.9,9.57,1.3,0.412,17304.03,172899.73,5.45,128.14,91.72,Inefficient
875,Q2,Sales,Operations,202537.23,117950.5,10545.21,112299.19,206910.58,-3384.17,9346.82,8.25,1.27,0.276,15961.91,176909.3,4.46,125.73,82.5,Moderate
876,Q3,IT,Technology,63670.34,173961.17,17051.23,189503.05,255023.23,-17285.2,13563.28,3.45,1.18,0.229,16945.09,81872.62,5.91,100.45,87.16,Efficient
877,Q2,Sales,Infrastructure,52518.52,172161.62,8761.76,117794.89,264511.36,-3551.52,-23221.93,3.37,1.14,0.165,8713.38,191639.15,6.01,125.77,83.54,Efficient
878,Q2,Marketing,Maintenance,229644.7,212768.32,4523.76,230034.13,230881.32,-7145.99,1874.34,-0.83,0.82,0.092,9362.41,209765.17,4.21,95.04,81.99,Moderate
879,Q1,Sales,Infrastructure,166267.84,72352.29,18491.8,195402.87,82762.0,3983.31,-7278.17,8.8,1.07,0.199,11109.03,99823.7,5.26,112.84,89.05,Moderate
880,Q1,Sales,Training,120365.38,128838.25,9584.84,74061.38,281290.79,-10956.87,9745.45,8.44,1.13,0.215,7914.61,137345.61,6.56,113.3,76.36,Moderate
881,Q1,Logistics,Operations,96518.93,63958.76,8922.59,241133.16,278164.57,-18561.05,-10811.01,6.13,1.01,0.277,11050.49,224495.26,2.41,120.44,83.63,Moderate
882,Q2,R&D,Training,173377.16,120971.07,6474.79,113430.61,225133.35,-16164.78,12186.18,-3.08,0.99,0.394,5119.62,196824.01,2.06,121.46,92.61,Efficient
883,Q3,IT,Training,151800.44,47945.95,18256.18,259723.58,181423.79,-8674.1,5111.85,5.55,1.07,0.236,16407.98,131789.44,4.37,103.11,74.34,Moderate
884,Q4,Logistics,Salaries,248319.56,220163.25,6697.59,151660.45,121389.13,-6067.09,14483.62,-1.2,1.25,0.176,7109.82,206181.29,3.66,125.87,72.6,Moderate
885,Q4,Sales,Technology,246643.2,147773.58,13823.44,147882.53,235179.01,13378.02,24219.7,-2.17,0.93,0.399,11511.02,230835.48,2.44,101.27,86.9,Efficient
886,Q1,IT,Infrastructure,177004.91,210711.44,17973.01,72717.99,262518.54,-9197.21,20429.3,6.39,1.0,0.344,17074.74,132584.41,2.75,128.65,96.98,Moderate
887,Q1,Marketing,Operations,138574.1,56681.42,3593.53,297177.67,214667.21,-18740.28,4664.51,9.4,1.13,0.173,15672.77,196328.23,3.29,129.48,82.02,Moderate
888,Q2,IT,Maintenance,148228.19,89354.33,17089.46,210761.0,206541.34,11229.34,19688.11,-3.37,0.89,0.117,15089.62,95881.3,2.5,119.39,92.81,Moderate
889,Q4,Finance,Technology,186495.81,95579.1,9980.19,167227.94,108426.06,14756.7,-17345.51,-2.54,1.22,0.166,12870.79,89976.09,3.6,117.7,83.17,Moderate
890,Q1,Logistics,Technology,70314.91,120404.84,14185.57,92222.92,145504.22,-307.75,-22848.24,-1.71,1.13,0.099,10671.56,179663.74,2.66,129.27,76.57,Efficient
891,Q3,IT,Operations,115670.41,201558.94,9330.88,230804.05,227705.65,-8602.91,1656.66,9.44,0.98,0.411,10798.49,163712.09,5.12,103.47,83.58,Inefficient
892,Q3,R&D,Technology,65054.45,120378.79,14823.78,135028.01,68802.22,10885.6,23718.49,5.45,1.16,0.295,6130.55,217715.01,5.48,117.49,82.37,Inefficient
893,Q1,Marketing,Salaries,64672.15,84907.44,7323.01,297304.59,209284.46,-19644.06,10486.82,5.17,0.94,0.395,5842.22,212648.15,5.88,109.22,77.07,Inefficient
894,Q1,Operations,Technology,89167.85,57673.1,3372.82,288625.89,237500.82,16961.13,-9742.88,2.58,1.19,0.378,15964.7,128738.25,6.35,100.87,79.89,Inefficient
895,Q4,Sales,Salaries,147050.65,60500.89,19112.39,239118.24,140308.51,14621.27,8438.57,3.06,0.84,0.111,10312.48,167084.61,2.02,99.47,80.98,Inefficient
896,Q4,IT,Infrastructure,206954.86,193209.21,3278.25,293346.54,82137.75,1793.33,-23004.61,-0.65,1.01,0.227,5702.21,208482.01,2.88,119.51,94.06,Efficient
897,Q2,Sales,Infrastructure,147099.18,131736.58,17009.69,94295.79,249301.86,-8896.75,-1469.02,-2.68,0.93,0.439,13619.71,126061.97,6.07,103.01,78.61,Efficient
898,Q4,HR,Training,117095.32,186605.32,5875.34,134380.53,96913.29,-18686.2,-13137.22,6.7,1.21,0.144,13882.93,141533.43,2.15,115.98,95.9,Efficient
899,Q3,Finance,Salaries,66470.6,178045.99,9667.74,128245.96,148430.25,19992.95,-22540.09,2.06,1.18,0.07,7956.72,90176.79,5.33,103.32,70.38,Moderate
900,Q3,Logistics,Maintenance,160059.1,71395.68,16982.37,86562.91,224132.17,10482.95,-12504.48,-1.16,1.22,0.188,10339.35,102183.06,2.9,110.88,73.6,Moderate
901,Q1,Finance,Infrastructure,104253.72,72863.15,6500.85,293612.12,248821.85,-6451.6,11123.02,4.49,1.13,0.254,12454.51,183737.46,4.53,120.98,70.76,Inefficient
902,Q4,HR,Technology,172986.84,192291.69,17717.03,83794.04,259035.93,-19229.12,2559.44,-1.86,1.2,0.072,12751.66,164447.71,6.81,113.48,91.49,Efficient
903,Q2,HR,Operations,245437.55,185647.32,11461.9,267038.45,184343.87,5571.67,-23828.26,2.33,1.02,0.221,11644.5,108660.41,5.24,125.5,73.49,Inefficient
904,Q3,Logistics,Operations,72262.86,118716.0,9224.61,246677.13,172071.13,19476.16,-4513.11,-2.15,1.14,0.151,9734.55,81237.8,3.84,113.42,86.07,Moderate
905,Q3,IT,Salaries,92425.08,60097.34,14261.44,156449.43,255871.39,8282.91,12608.56,6.4,0.82,0.135,5894.66,108735.63,5.45,101.8,91.78,Efficient
906,Q2,HR,Maintenance,144618.91,47359.11,8803.63,74325.69,191692.35,-16651.42,22730.23,-0.19,1.24,0.156,5289.69,207438.79,2.03,126.4,83.7,Moderate
907,Q2,Operations,Training,243722.76,101190.61,8903.9,71402.06,195196.41,-3908.87,18717.88,1.63,1.14,0.092,10973.95,95925.99,6.75,109.63,72.74,Moderate
908,Q3,Sales,Technology,204361.96,46798.34,15469.95,116918.58,162644.01,-15632.66,-24924.01,6.32,1.23,0.081,7638.25,148416.39,3.72,125.36,93.45,Moderate
909,Q3,Sales,Salaries,229645.84,89864.16,8267.15,183591.61,148883.14,16486.42,-14064.9,4.89,1.19,0.288,17200.35,120594.13,6.9,103.13,75.77,Inefficient
910,Q2,Marketing,Operations,116742.97,126802.64,6413.14,175319.29,173121.69,-6783.42,-14613.16,1.0,0.94,0.429,13325.42,173397.43,5.38,117.27,72.64,Efficient
911,Q3,R&D,Salaries,248407.69,68676.07,16729.98,204617.29,147090.69,9335.06,-4345.27,-3.93,0.94,0.372,12611.61,166963.9,3.44,100.78,91.49,Moderate
912,Q1,HR,Technology,70566.56,65334.16,16691.31,247550.64,142297.95,-16612.39,7287.73,8.82,1.2,0.384,10285.17,247102.1,5.08,97.8,70.78,Moderate
